a,b,c,d,e,f,g,h,i,j
PT-0004-7080PG-0001-030,40247,,PT-0004-7080,MALLA 997 ICE TST 180 SUAVE BC,25244,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0004-7081TX-0218-012,40248,,PT-0004-7081,MALLA 997 ARENA ESPUMA 0417 BC TST 270 SUAVE BC,25245,TX-0218-012,MALLA 997 ARENA,MATP,Y,1
PT-0004-7081ES-0002-019,40249,,PT-0004-7081,MALLA 997 ARENA ESPUMA 0417 BC TST 270 SUAVE BC,25246,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0004-7081TX-0127-005,40250,,PT-0004-7081,MALLA 997 ARENA ESPUMA 0417 BC TST 270 SUAVE BC,25247,TX-0127-005,TST 270 BLANCO SUAVE,MATP,Y,1
PT-0004-7081PR-0001-001,40251,,PT-0004-7081,MALLA 997 ARENA ESPUMA 0417 BC TST 270 SUAVE BC,25248,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0004-7082PT-0002-2281,40252,,PT-0004-7082,MALLA 997 NEGRO ESPUMA 0317 NG ALFA NEGRO CAMAS,25249,PT-0002-2281,MALLA 997 NEGRO ESPUMA 0317 NG ALFA NEGRO 1040003660,PTER,Y,1
PT-0004-7082PR-0001-003,40253,,PT-0004-7082,MALLA 997 NEGRO ESPUMA 0317 NG ALFA NEGRO CAMAS,25250,PR-0001-003,PROCESO CORTE,BON_PROD,Y,1
PT-0004-7083MQ-0060-025,40254,,PT-0004-7083,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA ESPUMA 0417 BC PELLON BC,25251,MQ-0060-025,BOMBAY BLANCO (EST. DIGITAL PRINT FLORAL SENCILLEZ ELEVADA AP),BON_PROD,Y,1
PT-0004-7083ES-0002-019,40255,,PT-0004-7083,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA ESPUMA 0417 BC PELLON BC,25252,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0004-7083TX-0054-001,40256,,PT-0004-7083,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA ESPUMA 0417 BC PELLON BC,25253,TX-0054-001,PELLON BLANCO,BON_PROD,Y,1
PT-0004-7083PR-0001-001,40257,,PT-0004-7083,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA ESPUMA 0417 BC PELLON BC,25254,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0004-7083PR-0001-011,40258,,PT-0004-7083,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA ESPUMA 0417 BC PELLON BC,25255,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7084MQ-0060-025,40259,,PT-0004-7084,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA EVA 0240 BC MEMORY FOAM 2MM,25256,MQ-0060-025,BOMBAY BLANCO (EST. DIGITAL PRINT FLORAL SENCILLEZ ELEVADA AP),BON_PROD,Y,1
PT-0004-7084EV-0001-003,40260,,PT-0004-7084,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA EVA 0240 BC MEMORY FOAM 2MM,25257,EV-0001-003,EVA 020040 BLANCO EP,BON_PROD,Y,1
PT-0004-7084ES-0003-008,40261,,PT-0004-7084,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA EVA 0240 BC MEMORY FOAM 2MM,25258,ES-0003-008,MEMORY FOAM 2MM,BON_PROD,Y,1
PT-0004-7084PR-0001-004,40262,,PT-0004-7084,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA EVA 0240 BC MEMORY FOAM 2MM,25259,PR-0001-004,PROCESO LAMINADO LATEX,BON_PROD,Y,1
PT-0004-7084PR-0001-011,40263,,PT-0004-7084,BOMBAY BLANCO ESTAMPADO FLORAL SENCILLEZ ELEVADA EVA 0240 BC MEMORY FOAM 2MM,25260,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7085MQ-0060-026,40264,,PT-0004-7085,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP EVA 0240 BC MEMORY FOAM 2MM,25261,MQ-0060-026,BOMBAY BLANCO SENCILLEZ ELEVADA - SE06 AP,BON_PROD,N,1
PT-0004-7085EV-0001-003,40265,,PT-0004-7085,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP EVA 0240 BC MEMORY FOAM 2MM,25262,EV-0001-003,EVA 020040 BLANCO EP,BON_PROD,Y,1
PT-0004-7085ES-0003-008,40266,,PT-0004-7085,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP EVA 0240 BC MEMORY FOAM 2MM,25263,ES-0003-008,MEMORY FOAM 2MM,BON_PROD,Y,1
PT-0004-7085PR-0001-001,40267,,PT-0004-7085,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP EVA 0240 BC MEMORY FOAM 2MM,25264,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0004-7085PR-0001-011,40268,,PT-0004-7085,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP EVA 0240 BC MEMORY FOAM 2MM,25265,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7086MQ-0060-026,40269,,PT-0004-7086,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP ESPUMA 0417 BC PELLON BC,25266,MQ-0060-026,BOMBAY BLANCO SENCILLEZ ELEVADA - SE06 AP,BON_PROD,N,1
PT-0004-7086ES-0002-019,40270,,PT-0004-7086,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP ESPUMA 0417 BC PELLON BC,25267,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0004-7086TX-0054-001,40271,,PT-0004-7086,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP ESPUMA 0417 BC PELLON BC,25268,TX-0054-001,PELLON BLANCO,BON_PROD,Y,1
PT-0004-7086PR-0001-001,40272,,PT-0004-7086,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP ESPUMA 0417 BC PELLON BC,25269,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0004-7086PR-0001-011,40273,,PT-0004-7086,BOMBAY BLANCO ESTAMPADO SENCILLEZ ELEVADA SE06 AP ESPUMA 0417 BC PELLON BC,25270,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7087TX-0261-004,40274,,PT-0004-7087,OLIMPIA GUN METAL BASE DN 060 GR,25271,TX-0261-004,OLIMPIA GUN METAL,MATP,Y,1
PT-0004-7087BA-0001-006,40275,,PT-0004-7087,OLIMPIA GUN METAL BASE DN 060 GR,25272,BA-0001-006,BASE GRIS DN 060 RP,MATP,Y,1
PT-0004-7087PR-0001-011,40276,,PT-0004-7087,OLIMPIA GUN METAL BASE DN 060 GR,25273,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7087PG-0001-031,40277,,PT-0004-7087,OLIMPIA GUN METAL BASE DN 060 GR,25274,PG-0001-031,BRASMELT TPU PX 200,BON_PROD,Y,1.5
PT-0004-7088TX-0261-007,40278,,PT-0004-7088,OLIMPIA OSTION BASE DONNA GS 1.0,25275,TX-0261-007,OLIMPIA OSTION,BON_PROD,Y,1
PT-0004-7088BA-0001-038,40279,,PT-0004-7088,OLIMPIA OSTION BASE DONNA GS 1.0,25276,BA-0001-038,BASE GRIS DN 1.0 RP,BON_PROD,Y,1
PT-0004-7088PR-0001-011,40280,,PT-0004-7088,OLIMPIA OSTION BASE DONNA GS 1.0,25277,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7089TX-0261-006,40281,,PT-0004-7089,OLIMPIA NEGRO BASE DONNA GS 1.0,25278,TX-0261-006,OLIMPIA NEGRO,BON_PROD,Y,1
PT-0004-7089BA-0001-038,40282,,PT-0004-7089,OLIMPIA NEGRO BASE DONNA GS 1.0,25279,BA-0001-038,BASE GRIS DN 1.0 RP,BON_PROD,Y,1
PT-0004-7089PR-0001-011,40283,,PT-0004-7089,OLIMPIA NEGRO BASE DONNA GS 1.0,25280,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7090SI-0128-003,40284,,PT-0004-7090,CHALLENGER NUT MAQUILA ALMA 0.6 CHALLENGER PATRIOT,25281,SI-0128-003,CHALLENGER NUT FLEXI,BON_PROD,Y,1
PT-0004-7090SI-0128-004,40285,,PT-0004-7090,CHALLENGER NUT MAQUILA ALMA 0.6 CHALLENGER PATRIOT,25282,SI-0128-004,CHALLENGER PATRIOT BLUE FLEXI,BON_PROD,N,1
PT-0004-7090PR-0001-011,40286,,PT-0004-7090,CHALLENGER NUT MAQUILA ALMA 0.6 CHALLENGER PATRIOT,25283,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,2
PT-0004-7091SI-0105-004,40287,,PT-0004-7091,DEER BLACK MAQUILA ALMA 0.6 DEER VERDE FOREST,25284,SI-0105-004,DEER BLACK INK,BON_PROD,Y,1
PT-0004-7091SI-0105-005,40288,,PT-0004-7091,DEER BLACK MAQUILA ALMA 0.6 DEER VERDE FOREST,25285,SI-0105-005,DEER VERDE FOREST,BON_PROD,Y,1
PT-0004-7091PR-0001-011,40289,,PT-0004-7091,DEER BLACK MAQUILA ALMA 0.6 DEER VERDE FOREST,25286,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7092SI-0094-011,40290,,PT-0004-7092,DAKOTA COGÑAC MAQUILA ALMA 1.4 DAKOTA MARINO,25287,SI-0094-011,DAKOTA COGÑAC,BON_PROD,Y,1
PT-0004-7092SI-0094-009,40291,,PT-0004-7092,DAKOTA COGÑAC MAQUILA ALMA 1.4 DAKOTA MARINO,25288,SI-0094-009,DAKOTA MARINO,BON_PROD,Y,1
PT-0004-7092PR-0001-011,40292,,PT-0004-7092,DAKOTA COGÑAC MAQUILA ALMA 1.4 DAKOTA MARINO,25289,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7093SI-0094-012,40293,,PT-0004-7093,DAKOTA CAMEL MAQUILA ALMA 1.4 DAKOTA BLACK,25290,SI-0094-012,DAKOTA CAMEL,BON_PROD,Y,1
PT-0004-7093SI-0094-001,40294,,PT-0004-7093,DAKOTA CAMEL MAQUILA ALMA 1.4 DAKOTA BLACK,25291,SI-0094-001,DAKOTA BLACK INK,BON_PROD,Y,1
PT-0004-7093PR-0001-011,40295,,PT-0004-7093,DAKOTA CAMEL MAQUILA ALMA 1.4 DAKOTA BLACK,25292,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,2
PT-0004-7094SI-0122-004,40296,,PT-0004-7094,NAIROBI NEGRO MAQUILA ALMA 1.4 FORRO LORETO MOKA,25293,SI-0122-004,NAIROBI NEGRO,BON_PROD,Y,1
PT-0004-7094SI-0021-004,40297,,PT-0004-7094,NAIROBI NEGRO MAQUILA ALMA 1.4 FORRO LORETO MOKA,25294,SI-0021-004,FORRO LORETO MOKA 1040003512,BON_PROD,Y,1
PT-0004-7094PR-0001-011,40298,,PT-0004-7094,NAIROBI NEGRO MAQUILA ALMA 1.4 FORRO LORETO MOKA,25295,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7095SI-0122-006,40299,,PT-0004-7095,NAIROBI TAN MAQUILA ALMA 1.4 FORRO LORETO MOKA,25296,SI-0122-006,NAIROBI TAN,BON_PROD,Y,1
PT-0004-7095SI-0021-004,40300,,PT-0004-7095,NAIROBI TAN MAQUILA ALMA 1.4 FORRO LORETO MOKA,25297,SI-0021-004,FORRO LORETO MOKA 1040003512,BON_PROD,Y,1
PT-0004-7095PR-0001-011,40301,,PT-0004-7095,NAIROBI TAN MAQUILA ALMA 1.4 FORRO LORETO MOKA,25298,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7096SI-0094-001,40302,,PT-0004-7096,DAKOTA BLACK INK PUNZONADO CLASICO,25299,SI-0094-001,DAKOTA BLACK INK,MATP,Y,1
PT-0004-7096PR-0002-003,40303,,PT-0004-7096,DAKOTA BLACK INK PUNZONADO CLASICO,25300,PR-0002-003,"PROCESO PRODUCCION 1 PROCESO (TMB, PERF, EST, GOF)",PERFO,Y,1
PT-0004-7097SI-0094-011,40304,,PT-0004-7097,DAKOTA COGÑAC MAQUILA ALMA 1.6 POLAR SIERRA,25301,SI-0094-011,DAKOTA COGÑAC,BON_PROD,Y,1
PT-0004-7097SI-0038-016,40305,,PT-0004-7097,DAKOTA COGÑAC MAQUILA ALMA 1.6 POLAR SIERRA,25302,SI-0038-016,POLAR SIERRA,BON_PROD,Y,1
PT-0004-7097PR-0001-011,40306,,PT-0004-7097,DAKOTA COGÑAC MAQUILA ALMA 1.6 POLAR SIERRA,25303,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7098TX-0014-004,40307,,PT-0004-7098,BOSTON ORO MEMORY ELASTIC 4MM ROJO EVA 0240 BC,25304,TX-0014-004,BOSTON ORO,MATP,Y,1
PT-0004-7098ES-0003-011,40308,,PT-0004-7098,BOSTON ORO MEMORY ELASTIC 4MM ROJO EVA 0240 BC,25305,ES-0003-011,MEMORY ELASTIC 4MM ROJO,MATP,Y,1
PT-0004-7098EV-0002-002,40309,,PT-0004-7098,BOSTON ORO MEMORY ELASTIC 4MM ROJO EVA 0240 BC,25306,EV-0002-002,EVA 020040 BLANCO VIC,MATP,Y,1
PT-0004-7098PR-0001-001,40310,,PT-0004-7098,BOSTON ORO MEMORY ELASTIC 4MM ROJO EVA 0240 BC,25307,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0004-7098PR-0001-004,40311,,PT-0004-7098,BOSTON ORO MEMORY ELASTIC 4MM ROJO EVA 0240 BC,25308,PR-0001-004,PROCESO LAMINADO LATEX,BON_PROD,Y,1
PT-0004-7099TX-0105-032,40312,,PT-0004-7099,SANDWICH 961 BERRY EVA 01540 BC KOREANO 35 BC,25309,TX-0105-032,SANDWICH 961 BERRY,BON_PROD,Y,1
PT-0004-7099EV-0001-001,40313,,PT-0004-7099,SANDWICH 961 BERRY EVA 01540 BC KOREANO 35 BC,25310,EV-0001-001,EVA 015040 BLANCO EP,BON_PROD,Y,1
PT-0004-7099TX-0054-004,40314,,PT-0004-7099,SANDWICH 961 BERRY EVA 01540 BC KOREANO 35 BC,25311,TX-0054-004,KOREANO 35-150 BLANCO,BON_PROD,Y,1
PT-0004-7099PR-0001-011,40315,,PT-0004-7099,SANDWICH 961 BERRY EVA 01540 BC KOREANO 35 BC,25312,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,2
PT-0004-7100TX-0037-029,40316,,PT-0004-7100,EKO BEIGE EVA 02540 BC,25313,TX-0037-029,EKO BEIGE,BON_PROD,Y,1
PT-0004-7100EV-0001-005,40317,,PT-0004-7100,EKO BEIGE EVA 02540 BC,25314,EV-0001-005,EVA 025040 BLANCO EP,BON_PROD,Y,1
PT-0004-7100PR-0001-011,40318,,PT-0004-7100,EKO BEIGE EVA 02540 BC,25315,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7101PG-0001-022,40319,,PT-0004-7101,MAQUILA PEGADO FILM BARRERA,25316,PG-0001-022,ADHESIVO SMELLTEX TPU 3010 1.50 ANCHO,BON_PROD,Y,1.45
PT-0004-7101PR-0001-011,40320,,PT-0004-7101,MAQUILA PEGADO FILM BARRERA,25317,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7102TX-0261-006,40321,,PT-0004-7102,MAQUILA PEGADO OLIMPIA NEGRO,25318,TX-0261-006,OLIMPIA NEGRO,BON_PROD,Y,1
PT-0004-7102PR-0001-011,40322,,PT-0004-7102,MAQUILA PEGADO OLIMPIA NEGRO,25319,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7103TX-0261-007,40323,,PT-0004-7103,MAQUILA PEGADO OLIMPIA OSTION,25320,TX-0261-007,OLIMPIA OSTION,BON_PROD,Y,1
PT-0004-7103PR-0001-011,40324,,PT-0004-7103,MAQUILA PEGADO OLIMPIA OSTION,25321,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7104SI-0094-006,40325,,PT-0004-7104,DAKOTA CAFE PAUL BASE DN 1.0,25322,SI-0094-006,DAKOTA CAFE PAUL,BON_PROD,Y,1
PT-0004-7104BA-0001-038,40326,,PT-0004-7104,DAKOTA CAFE PAUL BASE DN 1.0,25323,BA-0001-038,BASE GRIS DN 1.0 RP,BON_PROD,Y,1
PT-0004-7104PR-0001-011,40327,,PT-0004-7104,DAKOTA CAFE PAUL BASE DN 1.0,25324,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7104PG-0001-025,40328,,PT-0004-7104,DAKOTA CAFE PAUL BASE DN 1.0,25325,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BONINSUM,Y,1.5
PT-0004-7105SI-0094-002,40329,,PT-0004-7105,DAKOTA NUT KOREANO 110 NG FILM HM50,25326,SI-0094-002,DAKOTA NUT,BON_PROD,Y,1
PT-0004-7105TX-0054-014,40330,,PT-0004-7105,DAKOTA NUT KOREANO 110 NG FILM HM50,25327,TX-0054-014,KOREANO 110 NEGRO,BON_PROD,Y,1
PT-0004-7105PR-0001-011,40331,,PT-0004-7105,DAKOTA NUT KOREANO 110 NG FILM HM50,25328,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7105PG-0001-007,40332,,PT-0004-7105,DAKOTA NUT KOREANO 110 NG FILM HM50,25329,PG-0001-007,FILM ADHESIVO SMELLTEX HM 50 X 1.45,BON_PROD,Y,1
PT-0004-7106SI-0094-005,40333,,PT-0004-7106,DAKOTA GUN METAL KOREANO 110 NG FILM HM50,25330,SI-0094-005,DAKOTA GUN METAL,BON_PROD,Y,1
PT-0004-7106TX-0054-014,40334,,PT-0004-7106,DAKOTA GUN METAL KOREANO 110 NG FILM HM50,25331,TX-0054-014,KOREANO 110 NEGRO,BON_PROD,Y,1
PT-0004-7106PR-0001-011,40335,,PT-0004-7106,DAKOTA GUN METAL KOREANO 110 NG FILM HM50,25332,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7106PG-0001-007,40336,,PT-0004-7106,DAKOTA GUN METAL KOREANO 110 NG FILM HM50,25333,PG-0001-007,FILM ADHESIVO SMELLTEX HM 50 X 1.45,BON_PROD,Y,1
PT-0004-7107TX-0261-010,40337,,PT-0004-7107,OLIMPIA VERDE FOREST BASE DN 060 GR,25334,TX-0261-010,OLIMPIA VERDE FOREST,MATP,Y,1
PT-0004-7107BA-0001-006,40338,,PT-0004-7107,OLIMPIA VERDE FOREST BASE DN 060 GR,25335,BA-0001-006,BASE GRIS DN 060 RP,MATP,Y,1
PT-0004-7107PR-0001-011,40339,,PT-0004-7107,OLIMPIA VERDE FOREST BASE DN 060 GR,25336,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7107PG-0001-025,40340,,PT-0004-7107,OLIMPIA VERDE FOREST BASE DN 060 GR,25337,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BONINSUM,Y,1.5
PT-0004-7108TX-0261-002,40341,,PT-0004-7108,OLIMPIA BLUE STONE BASE DONNA GS,25338,TX-0261-002,OLIMPIA BLUE STONE,BON_PROD,Y,1
PT-0004-7108BA-0001-006,40342,,PT-0004-7108,OLIMPIA BLUE STONE BASE DONNA GS,25339,BA-0001-006,BASE GRIS DN 060 RP,BON_PROD,Y,1
PT-0004-7108PR-0001-011,40343,,PT-0004-7108,OLIMPIA BLUE STONE BASE DONNA GS,25340,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7109TX-0261-001,40344,,PT-0004-7109,OLIMPIA BLANCO BASE DONNA GS,25341,TX-0261-001,OLIMPIA BLANCO,BON_PROD,Y,1
PT-0004-7109BA-0001-007,40345,,PT-0004-7109,OLIMPIA BLANCO BASE DONNA GS,25342,BA-0001-007,BASE BLANCO DN 060 RP,BON_PROD,Y,1
PT-0004-7109PR-0001-011,40346,,PT-0004-7109,OLIMPIA BLANCO BASE DONNA GS,25343,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7109PG-0001-025,40347,,PT-0004-7109,OLIMPIA BLANCO BASE DONNA GS,25344,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BON_PROD,Y,1.5
PT-0004-7110TX-0261-007,40348,,PT-0004-7110,OLIMPIA OSTION BASE DN 060 BC,25345,TX-0261-007,OLIMPIA OSTION,MATP,Y,1
PT-0004-7110BA-0001-007,40349,,PT-0004-7110,OLIMPIA OSTION BASE DN 060 BC,25346,BA-0001-007,BASE BLANCO DN 060 RP,MATP,Y,1
PT-0004-7110PR-0001-011,40350,,PT-0004-7110,OLIMPIA OSTION BASE DN 060 BC,25347,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7110PG-0001-031,40351,,PT-0004-7110,OLIMPIA OSTION BASE DN 060 BC,25348,PG-0001-031,BRASMELT TPU PX 200,BON_PROD,Y,1.5
PT-0004-7111TX-0261-011,40352,,PT-0004-7111,OLIMPIA PLASTIC PINK NEEDLE BC ESPUMA 0417 BC GASA BC,25349,TX-0261-011,OLIMPIA PLASTIC PINK,BON_PROD,Y,1
PT-0004-7111TX-0215-001,40353,,PT-0004-7111,OLIMPIA PLASTIC PINK NEEDLE BC ESPUMA 0417 BC GASA BC,25350,TX-0215-001,NEEDLE 120 BLANCO,BON_PROD,Y,1
PT-0004-7111ES-0002-019,40354,,PT-0004-7111,OLIMPIA PLASTIC PINK NEEDLE BC ESPUMA 0417 BC GASA BC,25351,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0004-7111TX-0040-001,40355,,PT-0004-7111,OLIMPIA PLASTIC PINK NEEDLE BC ESPUMA 0417 BC GASA BC,25352,TX-0040-001,FORRO GASA BLANCO,BON_PROD,Y,1
PT-0004-7111PR-0001-011,40356,,PT-0004-7111,OLIMPIA PLASTIC PINK NEEDLE BC ESPUMA 0417 BC GASA BC,25353,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7111PR-0001-001,40357,,PT-0004-7111,OLIMPIA PLASTIC PINK NEEDLE BC ESPUMA 0417 BC GASA BC,25354,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0004-7112TX-0261-004,40358,,PT-0004-7112,OLIMPIA GUN METAL NEEDLE BC FILM 35,25355,TX-0261-004,OLIMPIA GUN METAL,MATP,Y,1
PT-0004-7112TX-0215-001,40359,,PT-0004-7112,OLIMPIA GUN METAL NEEDLE BC FILM 35,25356,TX-0215-001,NEEDLE 120 BLANCO,MATP,Y,1
PT-0004-7112PG-0001-012,40360,,PT-0004-7112,OLIMPIA GUN METAL NEEDLE BC FILM 35,25357,PG-0001-012,FILM ADHESIVO SMELLTEX HM25 1.45 ROLLO,BONINSUM,Y,1
PT-0004-7112PR-0001-011,40361,,PT-0004-7112,OLIMPIA GUN METAL NEEDLE BC FILM 35,25358,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7113TX-0261-002,40362,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25359,TX-0261-002,OLIMPIA BLUE STONE,MATP,Y,1
PT-0004-7113TX-0215-001,40363,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25360,TX-0215-001,NEEDLE 120 BLANCO,MATP,Y,1
PT-0004-7113ES-0002-019,40364,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25361,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0004-7113TX-0040-001,40365,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25362,TX-0040-001,FORRO GASA BLANCO,MATP,Y,1
PT-0004-7113PR-0001-011,40366,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25363,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7113PR-0001-001,40367,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25364,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0004-7113PG-0001-034,40368,,PT-0004-7113,OLIMPIA BLUE STONE NEEDLE BC ESPUMA 0417 BC GASA BC,25365,PG-0001-034,BRASMELT PLUS 350,BON_PROD,Y,1.45
PT-0004-7114TX-0261-006,40369,,PT-0004-7114,OLIMPIA NEGRO NEEDLE NG ESPUMA 0417 NG GASA NG,25366,TX-0261-006,OLIMPIA NEGRO,BON_PROD,Y,1
PT-0004-7114TX-0215-002,40370,,PT-0004-7114,OLIMPIA NEGRO NEEDLE NG ESPUMA 0417 NG GASA NG,25367,TX-0215-002,NEEDLE 120 NEGRO,BON_PROD,Y,1
PT-0004-7114ES-0002-021,40371,,PT-0004-7114,OLIMPIA NEGRO NEEDLE NG ESPUMA 0417 NG GASA NG,25368,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0004-7114TX-0040-002,40372,,PT-0004-7114,OLIMPIA NEGRO NEEDLE NG ESPUMA 0417 NG GASA NG,25369,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0004-7114PR-0001-011,40373,,PT-0004-7114,OLIMPIA NEGRO NEEDLE NG ESPUMA 0417 NG GASA NG,25370,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7114PR-0001-024,40374,,PT-0004-7114,OLIMPIA NEGRO NEEDLE NG ESPUMA 0417 NG GASA NG,25371,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0004-7115TX-0261-005,40375,,PT-0004-7115,OLIMPIA MARINO NEEDLE NG ESPUMA 0417 NG GASA NG,25372,TX-0261-005,OLIMPIA MARINO,BON_PROD,Y,1
PT-0004-7115TX-0215-002,40376,,PT-0004-7115,OLIMPIA MARINO NEEDLE NG ESPUMA 0417 NG GASA NG,25373,TX-0215-002,NEEDLE 120 NEGRO,BON_PROD,Y,1
PT-0004-7115ES-0002-021,40377,,PT-0004-7115,OLIMPIA MARINO NEEDLE NG ESPUMA 0417 NG GASA NG,25374,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0004-7115TX-0040-002,40378,,PT-0004-7115,OLIMPIA MARINO NEEDLE NG ESPUMA 0417 NG GASA NG,25375,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0004-7115PR-0001-011,40379,,PT-0004-7115,OLIMPIA MARINO NEEDLE NG ESPUMA 0417 NG GASA NG,25376,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0004-7115PR-0001-001,40380,,PT-0004-7115,OLIMPIA MARINO NEEDLE NG ESPUMA 0417 NG GASA NG,25377,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0004-7116TX-0261-008,40381,,PT-0004-7116,OLIMPIA ROJO NEEDLE BC ESPUMA 0417 BC GASA BC,25378,TX-0261-008,OLIMPIA ROJO,BON_PROD,Y,1
